price,price_per_sqft,area,bedRoom,bathroom,floorNum
1.2,22297.0,538.0,4,4,4.0
11.29,34846.0,3240.0,5,5,2.0
1.7,5666.0,3000.0,4,4,1.0
1.6,6597.0,2425.0,4,4,16.0
1.85,16003.0,1156.0,4,3,3.0
1.7,9444.0,1800.0,3,3,1.0
4.25,31481.0,1350.0,3,2,2.0
1.15,41818.0,275.0,3,3,2.0
0.85,7522.0,1130.0,3,3,1.0
0.75,57692.0,130.0,2,2,1.0
2.75,9793.0,2808.0,4,4,3.0
0.6,5128.0,1170.0,7,3,2.0
15.5,28233.0,5490.0,5,6,3.0
0.3,5555.0,540.0,1,1,1.0
8.49,31444.0,2700.0,3,3,4.0
3.5,9210.0,3800.0,1,1,1.0
3.3,14667.0,2250.0,3,3,1.0
5.65,17706.0,3191.0,7,7,2.0
0.61,100000.0,61.0,2,2,2.0
17.3,38734.0,4466.0,6,7,3.0
0.8,11852.0,675.0,5,3,2.0
5.7,105751.0,539.0,5,4,2.0
5.15,18885.0,2727.0,5,7,2.0
14.75,51864.0,2844.0,16,20,4.0
2.0,13889.0,1440.0,2,2,2.0
0.6,8333.0,720.0,4,2,0.0
3.3,19097.0,1728.0,4,4,3.0
5.5,38194.0,1440.0,18,18,4.0
0.89,18658.0,477.0,5,3,2.0
10.5,14323.0,7331.0,5,4,1.0
3.15,6702.0,4700.0,4,5,12.0
4.3,245398.0,175.0,13,13,5.0
3.6,24845.0,1449.0,5,5,3.0
4.6,32258.0,1426.0,2,2,2.0
10.55,39074.0,2700.0,5,6,3.0
1.5,12820.0,1170.0,12,9,3.0
3.5,21605.0,1620.0,4,4,3.0
0.63,7875.0,800.0,4,2,2.0
15.0,33200.0,4518.0,5,6,3.0
1.3,23557.0,552.0,5,2,3.0
2.55,13178.0,1935.0,3,3,3.0
5.5,13095.0,4200.0,9,9,3.0
0.7,7701.0,909.0,2,2,1.0
0.9,13333.0,675.0,4,4,2.0
1.4,8235.0,1700.0,3,3,3.0
3.1,20026.0,1548.0,5,4,2.0
0.53,63554.0,83.0,2,1,1.0
3.6,20833.0,1728.0,4,4,2.0
2.0,10582.0,1890.0,10,10,3.0
5.0,44444.0,1125.0,9,9,5.0
0.7,7000.0,1000.0,2,2,5.0
10.8,60000.0,1800.0,4,4,2.0
0.45,4808.0,936.0,1,1,1.0
3.65,23442.0,1557.0,9,9,3.0
6.44,26502.0,2430.0,4,5,3.0
20.0,44265.0,4518.0,16,20,4.0
3.65,10579.0,3450.0,6,6,3.0
1.0,41666.0,240.0,6,4,3.0
2.3,17014.0,1352.0,4,4,2.0
6.5,19607.0,3315.0,4,5,1.0
2.43,14890.0,1632.0,4,4,3.0
2.5,16056.0,1557.0,4,4,4.0
1.6,160000.0,100.0,3,2,41.0
2.1,23333.0,900.0,3,3,3.0
0.6,6000.0,1000.0,1,1,1.0
15.5,34307.0,4518.0,5,6,3.0
1.45,12393.0,1170.0,4,4,2.0
2.95,16388.0,1800.0,3,3,2.0
0.55,5000.0,1100.0,2,1,1.0
12.0,38095.0,3150.0,5,6,3.0
0.6,10753.0,558.0,3,3,2.0
2.0,7479.0,2674.0,4,3,1.0
2.8,12444.0,2250.0,10,7,1.0
6.5,26000.0,2500.0,5,5,4.0
0.45,90000.0,50.0,5,3,1.0
0.5,11111.0,450.0,2,2,2.0
8.25,45833.0,1800.0,12,12,4.0
0.5,3704.0,1350.0,5,2,2.0
0.9,10000.0,900.0,3,4,3.0
4.6,31506.0,1460.0,6,4,3.0
3.51,12342.0,2844.0,4,4,4.0
0.9,10000.0,900.0,4,5,3.0
5.8,32222.0,1800.0,4,3,2.0
0.6,5698.0,1053.0,5,4,2.0
3.51,12342.0,2844.0,4,4,4.0
6.46,18889.0,3420.0,5,5,3.0
12.0,20000.0,6000.0,5,6,2.0
5.5,183333.0,300.0,9,9,3.0
6.8,12593.0,5400.0,4,5,2.0
0.85,4877.0,1743.0,4,4,4.0
0.48,50000.0,96.0,2,2,1.0
3.12,18889.0,1652.0,4,2,1.0
1.4,8702.0,1609.0,2,2,2.0
5.7,10556.0,5400.0,4,4,4.0
2.25,7500.0,3000.0,11,11,5.0
3.4,12938.0,2628.0,9,9,3.0
18.0,40000.0,4500.0,5,6,3.0
0.67,8557.0,783.0,3,2,1.0
0.67,88157.0,76.0,3,3,2.0
0.58,5658.0,1025.0,4,2,2.0
4.7,21759.0,2160.0,3,3,3.0
1.6,17937.0,892.0,1,1,2.0
0.85,630.0,13492.0,3,3,1.0
